url_length,url_special_characters,url_tag_script,url_tag_iframe,url_attr_src,url_event_onload,url_event_onmouseover,url_cookie,url_number_keywords_param,url_number_domain,html_tag_script,html_tag_iframe,html_tag_meta,html_tag_object,html_tag_embed,html_tag_link,html_tag_svg,html_tag_frame,html_tag_form,html_tag_div,html_tag_style,html_tag_img,html_tag_input,html_tag_textarea,html_attr_action,html_attr_background,html_attr_classid,html_attr_codebase,html_attr_href,html_attr_longdesc,html_attr_profile,html_attr_src,html_attr_usemap,html_attr_http-equiv,html_event_onblur,html_event_onchange,html_event_onclick,html_event_onerror,html_event_onfocus,html_event_onkeydown,html_event_onkeypress,html_event_onkeyup,html_event_onload,html_event_onmousedown,html_event_onmouseout,html_event_onmouseover,html_event_onmouseup,html_event_onsubmit,html_number_keywords_evil,js_file,js_pseudo_protocol,js_dom_location,js_dom_document,js_prop_cookie,js_prop_referrer,js_method_write,js_method_getElementsByTagName,js_method_getElementById,js_method_alert,js_method_eval,js_method_fromCharCode,js_method_confirm,js_min_length,js_min_define_function,js_min_function_calls,js_string_max_length,html_length,Class
62,0,0,0,0,0,0,0,0,1,62,2,5,0,0,14,0,0,2,334,8,74,9,0,2,0,0,0,428,0,0,81,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,8,0,0,0,1,0,0,7,0,1,1,0,0,14860,232753,0
80,0,0,0,0,0,0,0,0,1,41,0,17,0,0,5,0,0,3,145,0,25,5,0,3,0,0,0,194,0,0,38,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,0,0,0,0,0,22,0,0,1372,66390,0
55,0,0,0,0,0,0,0,0,1,37,0,4,0,0,14,0,0,1,283,1,52,159,0,1,0,0,0,65,0,0,81,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,84,1,0,0,5,20,4,0,0,0,21,0,1,13970,121816,0
25,0,0,0,0,0,0,0,0,1,36,2,7,0,0,17,0,0,2,841,2,5,6,0,2,0,0,0,902,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,0,3,4,0,1,0,0,0,18,0,0,12572,259207,0
25,0,0,0,0,0,0,0,0,1,13,0,12,0,0,8,0,0,3,112,0,21,6,0,3,0,0,0,138,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,204,0,0,589,57973,0
41,0,0,0,0,0,0,0,0,1,16,0,6,0,0,20,0,0,1,150,3,15,1,0,1,0,0,0,117,0,0,27,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,0,0,0,1,0,109,0,0,2242,56029,0
36,0,0,0,0,0,0,0,0,1,34,4,20,0,0,36,40,0,0,1916,5,50,0,0,0,0,0,0,597,0,0,70,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,61,0,0,2487,465200,0
62,0,0,0,0,0,0,0,0,1,21,0,4,0,0,7,0,0,1,34,0,37,6,0,1,0,0,0,273,0,0,49,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,19,0,0,538,41659,0
44,0,0,0,0,0,0,0,0,1,109,2,14,0,0,13,0,0,0,679,0,74,0,0,0,0,0,0,540,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,1,1,7,0,1,0,0,7,0,0,6733,211355,0
22,0,0,0,0,0,0,0,0,1,6,0,6,0,0,4,0,0,1,24,0,1,1,0,1,0,0,0,15,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,248,0,5,248,5804,0
58,0,0,0,0,0,0,0,0,1,43,2,14,0,0,12,0,0,7,252,3,133,1511,0,7,0,0,0,4691,0,0,172,0,3,0,2,1394,0,0,0,0,0,0,0,10,5,0,0,0,1,1,2,1,0,1,0,1,1,4,0,0,1,8,0,0,4054,881624,0
79,0,0,0,0,0,0,0,0,1,33,1,22,0,0,8,0,0,1,133,0,25,4,0,2,0,0,0,115,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,0,0,1,1,3,0,0,0,0,25,0,0,1146,65443,0
20,0,0,0,0,0,0,0,0,1,47,0,18,0,0,11,14,0,0,631,17,28,4,0,0,0,0,0,103,0,0,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,2,0,0,0,0,0,34,0,0,939,137563,0
39,0,0,0,0,0,0,0,0,1,37,1,3,0,0,3,0,0,8,151,3,4,47,0,3,0,0,0,20,0,0,23,0,1,4,2,8,0,0,0,4,4,0,0,0,0,0,2,15,1,1,7,31,1,0,0,2,24,12,0,1,5,1,0,0,34056,98824,0
29,0,0,0,0,0,0,0,0,1,35,0,7,0,0,9,0,0,2,121,2,261,10,0,2,0,0,0,307,0,0,274,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,1,1,0,0,0,49,0,1,803,81026,0
27,0,0,0,0,0,0,0,0,1,58,0,13,0,0,40,0,0,1,135,3,21,3,0,0,0,0,0,170,0,0,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,2,0,3,1,0,0,1,0,42,0,0,2334,80271,0
49,0,0,0,0,0,0,0,0,1,7,0,3,0,0,4,0,0,3,23,0,3,4,0,3,0,0,0,198,0,0,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,62,0,1,1144,22003,0
27,0,0,0,0,0,0,0,0,1,45,0,31,0,0,32,0,0,3,271,12,28,6,0,3,0,0,0,142,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,1,1,0,0,1,0,74,0,0,4362,102959,0
44,0,0,0,0,0,0,0,0,1,8,0,5,0,0,14,0,0,2,180,2,72,6,0,2,0,0,0,245,0,0,74,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,29,0,0,0,2,1,0,0,1,0,374,0,0,29806,105046,0
75,0,0,0,0,0,0,0,0,1,17,0,13,0,0,9,0,0,3,547,0,115,15,1,3,0,0,0,572,0,0,121,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,30,0,0,634,223992,0
19,0,0,0,0,0,0,0,0,1,7,0,14,0,0,3,0,0,2,19,1,1,37,0,2,0,0,0,155,0,0,4,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,2,3,0,0,0,0,207,0,2,565,34242,0
45,0,0,0,0,0,0,0,0,1,2,0,19,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10580,0
48,0,0,0,0,0,0,0,0,1,0,0,13,0,0,2,0,0,0,7,0,7,0,0,0,0,0,0,29,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,1,14,8831,0
53,0,0,0,0,0,0,0,0,1,9,0,6,0,0,9,0,0,1,40,0,13,1,0,1,0,0,0,110,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,15,0,0,530,24501,0
33,0,0,0,0,0,0,0,0,1,40,1,4,0,0,7,0,0,3,141,3,9,5,0,3,0,0,0,152,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,1,0,0,0,0,77,0,0,9482,51985,0
48,0,0,0,0,0,0,0,0,1,9,0,20,0,0,6,0,0,0,200,3,3,39,0,0,0,0,0,253,0,0,9,0,5,0,0,48,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,3020,101895,0
95,0,0,0,0,0,0,0,0,1,8,0,24,0,0,6,0,0,4,138,6,40,11,1,4,0,0,0,93,0,0,44,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,50,0,1,398,110367,0
22,0,0,0,0,0,0,0,0,1,15,0,18,0,0,17,0,0,2,147,0,40,4,0,2,0,0,0,103,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,1,0,0,1,0,76,0,0,3254,46995,0
39,0,0,0,0,0,0,0,1,1,7,1,5,0,0,2,0,0,0,17,2,1,0,0,0,0,0,0,9,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,0,88,0,1,216,4755,0
37,0,0,0,0,0,0,0,0,1,15,1,113,0,0,44,0,0,3,475,2,46,6,0,1,0,0,0,243,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,8,0,0,0,1,0,0,0,0,0,48,0,0,15570,197914,0
56,0,0,0,0,0,0,0,0,1,29,1,9,0,0,17,0,0,1,85,3,8,7,0,1,0,0,0,108,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,1,4,0,0,0,0,8,0,0,16093,557240,0
88,0,0,0,0,0,0,0,1,1,16,0,11,0,0,8,0,0,2,110,1,37,6,0,1,0,0,0,140,0,0,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,23,0,0,3339,55590,0
34,0,0,0,0,0,0,0,0,1,21,0,14,0,0,15,0,0,5,189,0,40,17,0,5,0,0,0,204,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,0,1,3,0,0,1,0,26,0,0,2771,88071,0
44,0,0,0,0,0,0,0,0,1,16,0,5,0,0,66,0,0,0,56,0,74,0,0,0,0,0,0,143,0,0,109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,50,0,0,3415,84916,0
20,0,0,0,0,0,0,0,0,1,21,0,15,0,0,20,0,0,1,434,0,43,1,0,1,0,0,0,186,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,8,2,1,1,1,1,0,1,1,0,49,0,0,2221,75201,0
39,0,0,0,0,0,0,0,0,1,7,0,3,0,0,4,0,0,2,332,0,53,11,0,2,0,0,0,132,0,0,56,0,1,0,0,4,0,0,0,0,0,0,0,1,1,0,0,6,1,0,2,1,0,0,0,1,0,0,0,0,0,20,0,0,405,51044,0
227,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,7,0,0,0,1,2,0,0,0,0,6572,0,55,6572,6900,0
53,0,0,0,0,0,0,0,0,1,23,0,11,0,0,16,0,0,0,34,2,10,0,0,0,0,0,0,427,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,1,0,0,0,0,43,0,0,622,127685,0
36,0,0,0,0,0,0,0,0,1,6,0,7,0,0,4,0,0,0,131,0,52,0,0,0,0,0,0,55,0,0,56,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,7,0,0,9499,42807,0
30,0,0,0,0,0,0,0,0,1,27,1,3,0,0,4,0,0,1,88,0,10,2,0,1,0,0,0,366,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,22,0,0,1158,40684,0
27,0,0,0,0,0,0,0,0,1,10,1,11,0,0,17,3,0,2,168,1,18,15,0,2,0,0,0,95,0,0,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,181,0,0,1238,51385,0
61,0,0,0,0,0,0,0,0,1,24,3,10,0,0,10,0,0,2,157,0,74,13,0,2,0,0,0,91,0,0,88,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,80,4,5,6,8,14,0,0,0,0,48,0,0,68131,106247,0
21,0,0,0,0,0,0,0,0,1,10,1,15,0,0,6,0,0,2,99,6,11,8,0,1,0,0,0,108,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,5,0,0,1,3,0,0,0,0,8,0,0,6452,68625,0
20,0,0,0,0,0,0,0,0,1,37,0,36,0,0,32,4,0,1,50,4,9,8,1,1,0,0,0,71,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,0,1,1,0,0,1,0,32,0,0,11636,106845,0
42,0,0,0,0,0,0,0,0,1,37,1,22,0,0,17,0,0,1,677,11,301,1,0,1,0,0,0,588,0,0,316,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,1,0,33,0,0,2245,410743,0
33,0,0,0,0,0,0,0,0,1,23,0,9,0,0,15,0,0,1,163,3,9,2,0,1,0,0,0,103,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,1,0,0,56,0,0,2234,33148,0
93,0,0,0,0,0,0,0,0,1,20,0,22,0,0,16,0,0,0,68,2,1,0,1,0,0,0,0,31,0,0,4,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,1,1,2,9,0,0,1,2,1,0,1,0,0,1,0,0,6655,37215,0
89,0,0,0,0,0,0,0,0,1,57,0,21,0,0,9,0,0,1,28,1,5,24,0,1,0,0,0,17,0,0,39,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,4,0,0,0,0,8,0,0,4156,34830,0
86,0,0,0,0,0,0,0,1,1,7,0,8,0,0,8,0,0,1,28,0,7,5,0,1,0,0,0,32,0,0,9,0,2,1,0,6,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,12,0,0,0,1,3,0,0,0,0,63,0,0,992,12862,0
80,0,0,0,0,0,0,0,0,1,9,0,8,0,0,6,0,0,0,68,0,1,0,0,0,0,0,0,59,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,0,1,0,0,0,0,7,0,0,1028,35602,0
24,0,0,0,0,0,0,0,0,1,29,0,6,0,0,0,0,0,0,89,5,28,0,0,0,0,0,0,38,0,0,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,418,0,1,7372,33058,0
40,0,0,0,0,0,0,0,0,1,24,0,10,0,0,4,9,0,7,65,0,10,7,0,1,0,0,0,77,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,8,3,0,0,1,1,0,0,0,0,40,0,0,15566,64690,0
40,0,0,0,0,0,0,0,0,1,13,0,14,0,0,11,0,0,0,36,0,1,0,0,0,0,0,0,78,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,543,16819,0
50,0,0,0,0,0,0,0,0,1,23,0,7,0,0,4,0,0,2,199,7,27,10,0,2,0,0,0,186,0,0,32,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,0,0,1,2,0,0,0,0,8,0,0,4091,96700,0
45,0,0,0,0,0,0,0,0,1,12,0,17,0,0,7,0,0,1,151,0,18,11,0,1,0,0,0,353,0,0,25,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,61,0,0,1308,67678,0
40,0,0,0,0,0,0,0,0,1,21,0,7,0,0,7,0,0,1,310,1,14,19,0,1,0,0,0,130,0,0,28,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,46,0,0,753,66074,0
36,0,0,0,0,0,0,0,0,1,20,1,13,0,0,21,0,0,1,200,1,6,15,0,1,0,0,0,101,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,4,0,0,0,1,1,0,0,0,0,9,0,0,2030,34026,0
50,0,0,0,0,0,0,0,0,1,12,0,6,0,0,5,0,0,0,24,0,0,0,0,0,0,0,0,64,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,1,0,0,1,0,0,47,0,1,409,13918,0
45,0,0,0,0,0,0,0,0,1,15,0,6,0,0,3,0,0,1,84,0,0,8,1,1,0,0,0,81,0,0,15,0,2,0,0,22,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,68487,0
24,0,0,0,0,0,0,0,0,1,15,0,10,0,0,4,0,0,0,190,0,1,2,0,0,0,0,0,132,0,0,9,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,66,0,0,389,34937,0
32,0,0,0,0,0,0,0,0,1,24,1,12,0,0,14,0,0,3,152,0,55,5,0,3,0,0,0,175,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,1,1,1,0,0,1,0,92,0,0,2278,103599,0
52,0,0,0,0,0,0,0,1,1,13,0,6,0,0,3,0,0,2,41,0,50,5,0,2,0,0,0,128,0,0,54,0,3,1,1,53,1,1,0,0,0,1,0,0,0,0,0,0,1,1,12,14,5,0,0,0,12,0,0,0,0,8,0,0,6706,69007,0
33,0,0,0,0,0,0,0,0,1,15,0,2,0,0,3,0,0,0,218,0,298,0,0,0,34,0,0,384,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,0,1,4,4,1,0,0,0,42,0,0,1958,92516,0
96,0,0,0,0,0,0,0,0,2,17,0,12,0,0,10,0,0,2,354,2,18,15,0,2,0,0,0,306,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,1,1,0,0,0,0,0,1,0,0,4004,115492,0
34,0,0,0,0,0,0,0,0,1,28,0,21,0,0,4,0,0,0,669,2,129,0,0,0,0,0,0,510,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,0,0,1,1,0,0,0,0,7,0,0,1194,215144,0
23,0,0,0,0,0,0,0,0,1,20,0,9,0,0,17,0,0,0,36,5,12,0,0,0,0,0,0,60,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,0,1,0,88,0,0,2044,39890,0
32,0,0,0,0,0,0,0,0,1,18,0,20,0,0,11,0,0,3,70,0,8,7,0,3,0,0,0,28,0,0,15,0,20,0,0,5,0,0,0,0,0,0,0,3,3,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,857,54205,0
45,0,0,0,0,0,0,0,0,1,28,1,17,0,0,12,0,0,2,36,0,5,15,1,2,0,0,0,56,0,0,29,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,0,0,1,1,0,0,0,0,0,152,0,0,1659,27872,0
29,0,0,0,0,0,0,0,0,1,12,0,4,0,0,17,0,0,2,40,3,5,2,0,2,0,0,0,114,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,290,0,0,1934,25615,0
47,0,0,0,0,0,0,0,0,1,7,0,9,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,98,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429,0,3,429,43201,0
43,0,0,0,0,0,0,0,0,1,20,0,7,0,0,7,0,0,1,155,0,27,5,0,1,0,0,0,134,0,0,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,10,0,1,0,3,1,0,0,0,0,45,0,1,2095,42807,0
74,0,0,0,0,0,0,0,0,1,12,2,25,0,0,24,8,0,1,124,1,17,1,0,1,0,0,0,87,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,105,0,0,9326,41570,0
51,0,0,0,0,0,0,0,0,1,2,0,6,0,0,1,0,0,1,9,0,2,4,0,1,0,0,0,18,0,0,3,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,7364,0
59,0,0,0,0,0,0,0,0,1,38,1,11,0,0,29,0,0,41,694,1,78,120,0,41,0,0,0,427,0,0,81,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,1,0,0,0,0,0,7,0,0,4195,356280,0
21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0
81,0,0,0,0,0,0,0,0,1,12,0,3,0,0,3,0,0,1,24,0,41,1,0,1,0,0,0,82,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,174,0,0,441,39270,0
26,0,0,0,0,0,0,0,0,1,32,0,14,0,0,21,0,0,4,252,4,61,11,0,4,0,0,0,187,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,16,0,0,1,1,0,0,2,1,0,159,0,0,133777,273661,0
92,0,0,0,0,0,0,0,0,1,31,5,30,0,0,49,7,0,4,84,3,9,36,1,3,0,0,0,217,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,0,2,0,0,0,1,0,42,0,0,2456,79481,0
52,0,0,0,0,0,0,0,0,1,8,0,6,0,0,11,0,0,1,82,0,3,1,0,0,0,0,0,188,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,4644,26508,0
54,0,0,0,0,0,0,0,0,1,7,1,3,0,0,1,0,0,0,43,0,3,0,0,0,0,0,0,121,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,52,18277,0
54,0,0,0,0,0,0,0,0,1,7,1,17,0,0,15,4,0,0,26,0,0,0,0,0,0,0,0,43,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,0,0,64,0,0,4638,22617,0
123,0,0,0,0,0,0,0,0,1,25,0,6,0,0,5,0,0,1,53,0,2,1,0,1,0,0,0,51,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,2,0,6,1,0,0,1,1,0,50,0,0,5684,26696,0
32,0,0,0,0,0,0,0,0,1,12,0,3,0,0,21,0,0,1,87,0,26,1,0,1,0,0,0,200,0,0,32,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,1,1,0,1,0,0,0,0,7,0,0,282,68232,0
27,0,0,0,0,0,0,0,0,1,11,1,2,0,0,2,0,0,0,25,6,26,0,0,0,0,0,0,31,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,1,1,2,0,0,0,0,0,340,0,4,3400,33251,0
68,0,0,0,0,0,0,0,0,1,23,1,193,0,0,19,155,0,9,906,1,340,118,0,6,0,0,0,779,0,0,102,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,8,0,0,0,1,0,0,0,0,0,28,0,0,14485,306001,0
40,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,0,0,1,0,0,2,15,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,2,50,4,0,0,1,2,11,0,0,0,391,0,5,9672,22478,0
24,0,0,0,0,0,0,0,0,1,7,0,8,0,0,15,12,0,0,117,1,19,0,0,0,0,0,0,38,0,0,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,50,0,1,389,47997,0
73,0,0,0,0,0,0,0,0,1,10,0,13,0,0,5,0,0,4,223,3,16,12,4,4,0,0,0,282,0,0,18,0,2,0,0,64,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,4,0,1,1,1,0,0,0,0,0,21,0,1,1201,76782,0
21,0,0,0,0,0,0,0,0,1,15,2,6,0,0,6,8,0,1,48,1,0,1,0,1,0,0,0,64,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,52,0,1,391,34634,0
46,0,0,0,0,0,0,0,1,1,20,0,5,0,0,2,0,0,2,387,0,107,496,0,2,0,0,0,1040,0,0,111,0,1,0,0,107,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,3,1,0,0,1,1,0,0,0,0,19,0,0,2769,445903,0
50,0,0,0,0,0,0,0,0,1,20,4,3,0,0,5,0,0,2,116,1,19,10,1,2,0,0,0,48,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,1,1,1,0,0,0,0,13,0,0,3738,39662,0
55,0,0,0,0,0,0,0,0,1,27,1,3,0,0,4,0,0,1,89,0,23,5,0,1,0,0,0,80,0,0,37,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,0,1,1,2,0,0,0,0,1,0,0,7752,52233,0
36,0,0,0,0,0,0,0,0,1,14,1,19,0,0,18,0,0,2,107,0,9,2,0,2,0,0,0,87,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,24,0,1,5490,75312,0
53,0,0,0,0,0,0,0,0,1,17,1,3,0,0,7,0,0,2,120,1,5,8,0,2,0,0,0,67,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,1,1,0,0,0,0,7,0,0,7367,39340,0
46,0,0,0,0,0,0,0,1,1,6,0,9,0,0,9,0,0,0,11,0,2,0,0,0,0,0,0,79,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7435,0
55,0,0,0,0,0,0,0,0,1,9,0,3,0,0,2,0,0,1,153,0,0,5,0,1,0,0,0,120,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,112,0,0,373,15676,0
35,0,0,0,0,0,0,0,0,1,19,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,56,0,0,12283,164632,0
